novel_label,novel_rationale,first_seen,best_topic_id,best_topic_name,similarity,action,notes,llm_label
Billing Clarity Issue,"The review mentions unclear billing, which is not covered in the existing topics.",2025-10-10T13:54:36.000000+0530,COD_NOT_AVAILABLE,COD Not Available,0.3326566815376282,new,"This topic addresses the issue of excessive advertisements in reviews, which is not currently covered in the catalog.",Excessive Ads
Missing Eatlist Feature,"User cannot find their eatlist in the app, indicating a potential feature issue.",2025-10-10T12:03:32.000000+0530,LIMITED_OPTIONS,Limited Options,0.33251532912254333,new,"This topic addresses a specific issue regarding a cancellation fee of 259 rupees, which is not covered in existing topics.",Cancellation fee concern
Request for low rating,"The review expresses a desire for a low rating and an offer, which is not covered in the existing topics.",2025-10-22T09:11:02.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.3319263160228729,new,"This topic addresses a specific issue with viewing the Eatlist, which is not covered in existing topics.",Eatlist visibility issue
Uncertainty about order,The review expresses uncertainty about the outcome of the order without specifying an issue.,2025-10-18T14:32:49.000000+0530,WRONG_ITEM,Wrong Item,0.3316326141357422,new,"This topic addresses a specific concern about not receiving rewards, which is not covered in existing topics.",Reward System Issue
Timeliness Issue,"The review indicates a problem with timely updates, which is not explicitly covered in the catalog.",2025-10-18T17:01:28.000000+0530,NO_CANCEL_OPTION,No Cancel Option,0.33137571811676025,merge,"Unprofessional behavior can contribute to distrust in a company, thus these topics are related.",Company Trust Issues
Unserviceable Order,The term 'unserviceable' indicates a broader issue not specifically covered in the catalog.,2025-10-22T19:11:50.000000+0530,ORDER_INCOMPLETE,Order Incomplete,0.3312552571296692,new,"This topic addresses specific dissatisfaction with jewelry, which is not covered in existing topics.",Jewelry dissatisfaction
Train delivery hygiene concerns,"The review highlights the need for disposable utensils and hygiene items for train food delivery, which is not covered in the existing topics.",2025-10-12T16:20:04.000000+0530,PACKAGING_LEAK,Packaging Leak,0.33051443099975586,merge,"Both topics address issues related to the completeness of an order, with Topic A being a general concern about quantity and Topic B specifying an incomplete order.",Quantity Concern
Unclear Experience Description,The review lacks specific details about the experience.,2025-10-22T20:55:33.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.3300599157810211,new,This topic addresses a unique sentiment related to celebrity influence that is not covered in existing topics.,Celebrity Influence on Service
Open Packing Issue,"The review mentions 'open packing', which is not explicitly covered in the catalog.",2025-10-20T19:54:10.000000+0530,PACKAGING_LEAK,Packaging Leak,0.32915157079696655,merge,"Both topics relate to delays in service delivery, with Topic A focusing on time consumption and Topic B on late delivery.",Time Consumption Issue
Unclear Communication,The review mentions contacting Swiggy members but lacks clarity on the issue.,2025-10-18T09:51:30.000000+0530,NO_RESPONSE_COMPLAINT,No Response to Complaint,0.3284943401813507,merge,"Both topics relate to issues with the offer process, with Topic A specifically addressing the improper provision of the offer and Topic B indicating a lack of cancellation options.",Improper Offer
Public money concerns,"The review mentions public money in relation to GST and packaging charges, which is not covered in the existing topics.",2025-10-09T09:08:46.000000+0530,HIGH_FEES,High Fees,0.32751864194869995,merge,Both topics relate to feedback but differ in specificity; Topic A is a subset of Topic B.,Emoticon Only Review
No return policy for appliances,"The review mentions a lack of return or replacement solutions for defective kitchen appliances, which is not covered in the existing topics.",2025-10-25T19:01:49.000000+0530,UNPROFESSIONAL,Unprofessional Behavior,0.3274309039115906,new,"The review mentions awesome offers, which is not covered in the existing topics.",Awesome Offers
Missing item description,"The review mentions a missing eye, which is not a standard issue covered in the catalog.",2025-09-29T08:31:12.000000+0530,ORDER_INCOMPLETE,Order Incomplete,0.32734018564224243,merge,"The review mentions a train, which is unrelated to food delivery topics.",Train travel mention
GST Payment Concern,Review mentions dissatisfaction with GST payment.,2025-10-10T17:43:24.000000+0530,MONEY_ALREADY_EATEN,Money Already Eaten,0.3268292248249054,new,"The review suggests a need for improvement in the payment interface, which is not covered in the existing topics.",Payment Interface Simplification
UI Navigation Issue,The review highlights difficulty in accessing the favourites button due to poor UI design.,2025-10-02T11:25:39.000000+0530,GREAT_APP,Great App,0.32658466696739197,new,This topic is not covered in the existing topics.,Cash off promotion
Membership Renewal Issue,"The review mentions a problem with renewing a membership, which is not covered in the existing topics.",2025-10-18T08:34:37.000000+0530,LOGIN_BUG,Login Bug,0.3263598680496216,merge,Consolidated Topic A and Topic B as both address negative behaviors of members.,Unprofessional Behavior
Fake Vouchers Issue,"The review mentions fake vouchers, which is not covered in the existing topics.",2025-10-02T16:20:57.000000+0530,COD_NOT_AVAILABLE,COD Not Available,0.32613393664360046,new,"This topic addresses a specific issue with applying an offer, which is not covered in the existing topics.",Offer Application Issue
Coupon Application Issue,"The review mentions an issue with applying a coupon, which is not covered in the existing topics.",2025-10-02T03:12:45.000000+0530,COD_NOT_AVAILABLE,COD Not Available,0.3261297941207886,merge,"Both topics relate to customer dissatisfaction with pricing, including high minimum values for coupons and overpriced items.",Pricing Concerns
Account Reactivation Request,"The review requests reactivation of an account, which is not covered in the existing topics.",2025-10-03T13:41:07.000000+0530,LOGIN_BUG,Login Bug,0.325980007648468,new,"The review mentions not getting the best offer, which is not covered in the existing topics.",Best offer not received
Lack of offers,"The review mentions a lack of offers, which is not covered in the existing topics.",2025-10-08T05:33:39.000000+0530,COD_NOT_AVAILABLE,COD Not Available,0.32593464851379395,new,This topic addresses a specific problem with coupon codes that is not covered in existing topics.,Coupon code issue
Voucher Miscommunication,"The review discusses issues with a promotional voucher and misleading terms, which are not covered in the existing topics.",2025-10-03T04:14:59.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.32561051845550537,merge,"Both topics reflect a general sentiment without addressing specific issues, making them duplicates.",Generic farewell
Marketing Skill Comment,"The review discusses marketing skills, which is not covered in the catalog.",2025-10-12T08:21:55.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.3254362940788269,merge,"Both topics relate to issues affecting the shopping experience, but Topic A specifically addresses the problem of fake coupons, while Topic B is about a cart bug. They are distinct issues and should be kept separate.",Fake Coupons Issue
Unclear Automated Calls,"The review mentions issues with understanding automatic calls, which is not covered in the existing topics.",2025-10-22T05:10:16.000000+0530,BOT_ONLY_NO_HUMAN,Bot Only No Human Support,0.3252951502799988,merge,"Both topics relate to user experiences, but Topic A is a specific instance of a review that lacks context, while Topic B encompasses a broader positive sentiment.",User name mention
Lack of Genuine Offers,The review discusses Swiggy's failure to provide genuine offers compared to competitors.,2025-10-19T18:23:24.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.3240337371826172,merge,Consolidated due to relevance in discussing pricing and quality aspects.,Price Benefits
Surprise Gift,"The review mentions a surprise gift, which is not covered in the existing topics.",2025-10-05T08:00:58.000000+0530,NO_DELIVERY_YET,No Delivery Yet,0.32347333431243896,new,"This topic addresses a specific issue regarding dissatisfaction with the choice of brand ambassador, which is not covered in existing topics.",Brand ambassador concern
Wednesday Offer Scam,"The review mentions a specific scam related to a Wednesday offer from KFC, which is not covered in the existing topics.",2025-10-08T16:40:21.000000+0530,WRONG_ITEM,Wrong Item,0.3232463598251343,merge,"Both topics relate to constraints in availability, whether in promotional offers or choices.",Limited Offers and Options
First order experience,The review discusses the anticipation of the first order without specific issues.,2025-10-02T06:28:40.000000+0530,FAST_DELIVERY,Fast Delivery,0.3232061266899109,new,"This topic addresses a specific issue with linking a Lazypay account, which is not covered in existing topics.",Lazypay Account Linking Issue
Variable packing rate,"The review mentions a varying packing rate, which is not covered in the existing topics.",2025-10-05T12:45:13.000000+0530,FAST_DELIVERY,Fast Delivery,0.3229191303253174,merge,Consolidating 'High rate concern' into 'High Fees' as both topics address financial concerns related to high costs.,High Fees
Advance Ordering Feature Request,"The review suggests introducing advance ordering, which is not covered in the existing topics.",2025-10-01T07:38:46.000000+0530,LATE_DELIVERY,Late Delivery,0.3228684067726135,merge,Consolidating positive sentiment towards Swiggy into the existing topic of Positive Experience.,Positive Experience
Help for NYT time,"The review suggests a need for assistance or support related to timing, which is not covered in the existing topics.",2025-10-11T18:05:02.000000+0530,FAST_DELIVERY,Fast Delivery,0.3222525715827942,new,"The review mentions a desire for cashback, which is not covered in the existing topics.",Cashback Request
Platform Improvement Suggestion,"The review suggests a general improvement to the platform, which is not specifically covered in the existing topics.",2025-10-13T11:14:30.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.3221946656703949,new,This topic addresses a specific customer concern that is not covered in existing topics.,Lack of Discounts and Vouchers
Negative sentiment towards Zomato,"The review expresses dissatisfaction with Zomato, but does not relate to specific issues in the catalog.",2025-10-13T10:17:38.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.322100967168808,new,"This topic addresses specific instances of fraud by Swiggy partners, which is not covered in existing topics.",Fraudulent Partner Issue
Offers and Promotions,"The review mentions waiting for more offers, which is not covered in the catalog.",2025-10-07T13:06:40.000000+0530,OUT_OF_STOCK,Out of Stock,0.32190215587615967,merge,Both topics relate to user difficulties in selecting or finding an address within the app.,Address Selection Issues
Emotional Discontent,The review expresses sadness without specific issues.,2025-10-02T17:23:52.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.3217370808124542,merge,"Both topics relate to the overall experience of customers, with Topic A focusing on respect for their time and Topic B highlighting a positive experience.",Customer Experience
Company Greed,"The review expresses a sentiment about the company's greed, which is not covered in the existing topics.",2025-10-15T14:35:10.000000+0530,POOR_QUALITY,Poor Quality,0.3215562105178833,new,"This topic addresses a specific issue regarding safety measures for buyers, which is not covered in existing topics.",Buyer safety concerns
Discount Request,"The review requests a discount on items, which is not covered in the existing topics.",2025-10-19T13:04:00.000000+0530,OVERPRICED_ITEMS,Overpriced Items,0.3213465213775635,new,"The review mentions an inability to find a specific promotional offer, which is not covered in the existing topics.",Missing promotional offer
Excessive advertisements,"The review mentions 'too many ad', which is not covered in the existing topics.",2025-10-03T10:30:50.000000+0530,HIGH_FEES,High Fees,0.32124337553977966,new,"The review specifically mentions 'Swiggy food Instamart', which is not covered in existing topics.",Instamart service mention
General Help Request,The review suggests a need for assistance but does not fit existing topics.,2025-10-06T15:48:00.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.3202829360961914,new,This topic addresses a specific issue not covered in existing topics.,Distance Discrepancy Issue
Remove bill option request,"The review suggests a feature to remove the bill from the order, which is not covered in the existing topics.",2025-10-16T10:13:21.000000+0530,MONEY_ALREADY_EATEN,Money Already Eaten,0.31968337297439575,merge,"The review mentions a positive experience while comparing pricing strategies, indicating that both topics are related.",Comparison with Zomato discounts
Helpful in emergencies,"The review mentions helpfulness during emergencies, which is not covered in the existing topics.",2025-10-16T16:07:00.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.31956934928894043,new,"The review suggests a desire for more promotional offers during festivals, which is not covered in the existing topics.",Need for more offers
Missing contact number,"The review mentions the absence of a contact number, which is not covered in the existing topics.",2025-09-29T08:49:31.000000+0530,ORDER_INCOMPLETE,Order Incomplete,0.31949466466903687,new,"The review mentions a lack of knowledge about the company, which is not covered in the existing topics.",Company not known
Unclear review content,The review does not provide specific feedback or context.,2025-09-29T07:44:08.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.3184194564819336,merge,"Topic A expresses dissatisfaction with a competitor, while Topic B does not relate to the sentiment towards competitors.",Negative sentiment towards competitor
Reward Redemption Issue,"The review mentions an issue with redeeming a reward, which is not covered in the existing topics.",2025-10-21T11:22:22.000000+0530,COD_NOT_AVAILABLE,COD Not Available,0.3184070885181427,merge,"Both topics discuss issues related to cash payments, with Topic A highlighting a preference for cash and Topic B indicating that cash on delivery (COD) is not available.",Cash Payment Preference
Bolt service issue,"The review mentions a specific service (bolt) not working, which is not covered in the existing topics.",2025-10-01T09:48:36.000000+0530,NO_RESPONSE_COMPLAINT,No Response to Complaint,0.3181631863117218,merge,Both topics relate to specific orders and issues with items received.,Single pizza order
Company Trust Issues,The review expresses distrust in Swiggy as a company.,2025-10-24T14:29:19.000000+0530,UNPROFESSIONAL,Unprofessional Behavior,0.31815841794013977,new,"This topic addresses a specific desire for promotional offers, which is not covered in the existing topics.",Need for offers and coupons
Jewelry dissatisfaction,"The review mentions dissatisfaction with jewelry, which is not covered in the existing topics.",2025-10-03T11:32:35.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.31782764196395874,merge,Consolidating Topic A and Topic B as they both address issues related to product quality.,Poor Quality
Quantity Concern,The review expresses a concern about quantity without specifying an issue covered in the catalog.,2025-10-23T08:05:36.000000+0530,ORDER_INCOMPLETE,Order Incomplete,0.31773650646209717,new,"The review suggests a desire for more promotional offers, which is not covered in the existing topics.",Need more offers
Celebrity Influence on Service,"Review mentions uninstalling due to a celebrity, indicating a unique sentiment not covered in existing topics.",2025-10-19T03:27:25.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.3176053464412689,merge,"Both topics reflect concerns about the platform, with Topic A focusing on general distrust and Topic B potentially contributing to that distrust through high fees.",Trust Issues with Platform
Time Consumption Issue,"The review mentions being time consuming, which is not explicitly covered in the catalog.",2025-10-25T09:52:41.000000+0530,LATE_DELIVERY,Late Delivery,0.3170850872993469,new,"This topic describes a specific service outage for Instamart, which is not covered in the existing topics.",Instamart service outage
Improper Offer,"The review indicates an issue with the offer not being properly provided, which is not covered in the catalog.",2025-10-01T18:45:33.000000+0530,NO_CANCEL_OPTION,No Cancel Option,0.3169982135295868,new,"This topic addresses specific accusations of fraudulent activities involving Swiggy, which is not covered in existing topics.",Fraud Allegations
Emoticon Only Review,"The review consists solely of an emoticon, lacking specific feedback.",2025-10-02T17:17:55.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.31636911630630493,new,"This topic addresses a specific issue regarding a defective power bank purchased via Swiggy Instamart, which is not covered in the existing topics.",Defective Product Complaint
Awesome Offers,"The review mentions awesome offers, which is not covered in the existing topics.",2025-10-05T09:18:24.000000+0530,GREAT_APP,Great App,0.3161044120788574,new,"The review mentions the absence of discount coupons, which is not covered in the existing topics.",Lack of Discount Coupons
Train travel mention,"The review mentions a train, which is unrelated to food delivery topics.",2025-10-07T06:36:27.000000+0530,GOOD_QUALITY_FOOD,Good Quality Food,0.315710186958313,new,This topic introduces a new concept not covered in existing topics.,Free item promotion
Payment Interface Simplification,"The review suggests a need for improvement in the payment interface, which is not covered in the existing topics.",2025-09-28T05:11:46.000000+0530,MONEY_ALREADY_EATEN,Money Already Eaten,0.3156862258911133,merge,High rating without context is a subset of positive experiences.,Positive Experience
Positive sentiment expression,The phrase 'super se bhi upar' indicates a positive sentiment but does not match any specific topic in the catalog.,2025-09-28T20:05:18.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.31565046310424805,new,"The review expresses frustration about low earnings for new users, which is not covered in the existing topics.",Earning payout concerns
Coupon Issue,Review mentions a coupon but does not specify any related issue.,2025-10-01T15:01:21.000000+0530,MONEY_ALREADY_EATEN,Money Already Eaten,0.3154458999633789,merge,"Topic A describes a lack of clarity in sentiment, while Topic B clearly indicates a positive sentiment. They are distinct in nature and should remain separate.",Unclear review sentiment
Cashback Display Issue,"The review mentions a specific issue with the cashback display on the Swiggy app, which is not covered in the existing topics.",2025-10-22T11:46:05.000000+0530,CART_BUG,Cart Bug,0.31537508964538574,merge,"Topics A and B both relate to the expression of emotions and experiences, making them suitable for consolidation.",Emotional Experience
Promotions and Offers,"The review mentions 'super offers', indicating a focus on promotions not covered in the catalog.",2025-09-30T09:37:56.000000+0530,SURGE_PRICING,Surge Pricing,0.31512898206710815,merge,Unintelligible reviews can be considered a form of unprofessional behavior as they fail to communicate effectively.,Unprofessional Behavior
Poor Interface Design,"The review mentions dissatisfaction with the interface, which is not covered in the catalog.",2025-10-06T15:20:36.000000+0530,GREAT_APP,Great App,0.3150904178619385,merge,Consolidating feedback related to new launches under a single topic for clarity.,New launch feedback
Blacklist Request,"The review suggests blacklisting a service in Indore, which is not covered in the existing topics.",2025-10-11T16:00:01.000000+0530,LIMITED_OPTIONS,Limited Options,0.3147362470626831,merge,"Both topics relate to problems encountered during the ordering process, with Topic A highlighting a service preference and Topic B addressing an incomplete order.",Order Issues
Melted Ice Cream Issue,"The review highlights a specific issue of receiving melted ice cream, which is not covered in the existing topics.",2025-10-16T06:47:46.000000+0530,PACKAGING_LEAK,Packaging Leak,0.31422436237335205,new,"This topic introduces a unique comparison of discount offerings between Swiggy and Zomato, which is not covered in existing topics.",More Discounts Than Competitors
Candle offer complaint,"The review mentions a specific complaint about a candle offer related to Diwali, which is not covered in the existing topics.",2025-10-10T18:46:00.000000+0530,ORDER_INCOMPLETE,Order Incomplete,0.31339460611343384,merge,Both topics relate to issues with product availability or clarity in offers.,Unspecified offer issue
Unclear service description,The term '420 service' is ambiguous and does not match any specific issue in the catalog.,2025-10-24T08:59:52.000000+0530,HIGH_FEES,High Fees,0.3133009672164917,merge,Both topics relate to financial discrepancies experienced by customers.,Discount issue
AI usage in service,"The review mentions AI in relation to Swiggy, which is not covered in the catalog.",2025-10-23T19:24:40.000000+0530,BOT_ONLY_NO_HUMAN,Bot Only No Human Support,0.3119407892227173,new,"The review suggests a lack of authenticity or validity, which is not covered in the existing topics.",Fake Review
Emoji Feedback,"The review uses an emoji to express sentiment, which is not covered in the catalog.",2025-09-28T10:42:07.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.3112713098526001,merge,Both topics relate to user feedback on order processing and sorting options.,Sorting Options Feedback
Difficulty in finding items,"The review suggests a challenge in locating items, which is not explicitly covered in the existing topics.",2025-10-05T07:01:56.000000+0530,ORDER_INCOMPLETE,Order Incomplete,0.3110896050930023,new,The review suggests a discount that is not covered in the existing topics.,Request for festive discount
Hygiene Issues,"Review mentions poor hygiene, not covered in catalog.",2025-10-14T10:30:45.000000+0530,POOR_QUALITY,Poor Quality,0.3103025555610657,new,"The review expresses disappointment over the removal of the eatlist feature, which is not covered in the existing topics.",Eatlist feature removal
Invoice Header Issue,"The review mentions an invoice header, which is not covered in the existing topics.",2025-10-02T06:38:24.000000+0530,ORDER_INCOMPLETE,Order Incomplete,0.3101557195186615,new,"This topic addresses a specific issue regarding the removal of coupons after installation, which is not covered in existing topics.",Coupon Removal Issue
Request for Offers,"The review mentions a need for offers, which is not covered in the existing topics.",2025-10-08T08:07:44.000000+0530,COD_NOT_AVAILABLE,COD Not Available,0.30987071990966797,new,This topic addresses a specific concern about GST rates that is not covered in existing topics.,GST Rate Concern
Limited Offers Compared to Competitor,"The review mentions fewer offers compared to Zomato, which is not covered in the existing topics.",2025-10-18T13:37:19.000000+0530,LIMITED_OPTIONS,Limited Options,0.3091576099395752,merge,Consolidating 'Address Issues' and 'Can't Find Address' as they both pertain to problems related to addresses.,Address Issues
Fake coupon code issue,"The review mentions a fake coupon code, which is not covered in the existing topics.",2025-10-14T22:24:55.000000+0530,WRONG_ITEM,Wrong Item,0.3089841604232788,merge,Both topics relate to feelings or perceptions that do not address specific issues.,Hunger expressed
Menu Access Issue,"The review mentions a problem with accessing the menu, which is not covered in the existing topics.",2025-10-05T18:10:32.000000+0530,LIMITED_OPTIONS,Limited Options,0.30888864398002625,new,"This topic expresses a desire for more promotional offers, which is not covered in the existing topics.",Request for more offers
Management System Issues,"The review discusses problems with the management system and partner communication, which are not covered in the existing topics.",2025-10-25T00:43:59.000000+0530,UNPROFESSIONAL,Unprofessional Behavior,0.30883917212486267,new,"The review mentions a problem with wallet amounts not refreshing, which is not covered in the existing topics.",Wallet Refresh Issue
Urgent request for assistance,The review expresses urgency but does not specify an issue covered in the catalog.,2025-10-14T07:50:32.000000+0530,NO_RESPONSE_COMPLAINT,No Response to Complaint,0.30844104290008545,merge,Both topics relate to insufficient information or lack of response regarding complaints.,Incomplete Review
Earning payout concerns,"The review expresses frustration about low earnings for new users, which is not covered in the existing topics.",2025-10-22T09:43:27.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.30773264169692993,merge,Both topics address concerns related to behavior that may be deemed inappropriate or unprofessional in a cultural context.,Cultural Sensitivity Issue
Unclear review sentiment,"The review 'insane' does not specify a clear positive or negative sentiment, making it difficult to categorize.",2025-10-12T17:06:21.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.30770134925842285,merge,Both topics address issues related to user interface options that are missing.,Missing logout option
Emotional Reaction,The review expresses strong emotions without specific issues.,2025-10-17T19:04:15.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.3076449930667877,merge,Consolidating Topic A and Topic B as they both relate to item availability and stock status.,Real-time item updates
Unintelligible Review,The review text is not coherent or understandable.,2025-10-03T05:31:46.000000+0530,UNPROFESSIONAL,Unprofessional Behavior,0.3075191378593445,new,"This topic expresses a desire for a discount, which is not covered in the existing topics.",Request for discount
New launch feedback,"The review mentions a 'fresh launch', which does not fit existing topics.",2025-10-02T07:45:47.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.307098388671875,merge,"Both topics relate to user feedback, but Topic A is a specific instance of a review that may fall under the broader category of user experiences, which includes positive experiences.",User Name Mentioned
Order placed on Zomato,"The review mentions ordering from Zomato instead of Swiggy, indicating a potential issue with service preference or availability.",2025-10-03T16:00:27.000000+0530,ORDER_INCOMPLETE,Order Incomplete,0.3063562214374542,new,"The review mentions the absence of coupons, which is not covered in the existing catalog.",No Coupons Available
More Discounts Than Competitors,"The review highlights a comparison of discount offerings between Swiggy and Zomato, which is not covered in the existing topics.",2025-10-20T21:17:34.000000+0530,OVERPRICED_ITEMS,Overpriced Items,0.30541694164276123,merge,Both topics relate to failures in communication and fulfillment of obligations.,Commitment Issues
Unspecified offer issue,"The review mentions 'offer' without context, indicating a potential issue or concern not covered in the catalog.",2025-10-25T02:25:36.000000+0530,OUT_OF_STOCK,Out of Stock,0.30512046813964844,merge,Both topics relate to restrictions on payment methods or promotions.,Coupon Code Limitation
Discount issue,Review mentions discount not applying.,2025-10-20T13:36:29.000000+0530,MONEY_ALREADY_EATEN,Money Already Eaten,0.3043963313102722,new,"This topic addresses a specific issue regarding the absence of a buy option for Swiggy One, which is not covered in existing topics.",Missing Buy Option
Fake Review,"The review suggests a lack of authenticity or validity, which is not covered in the existing topics.",2025-10-14T09:22:59.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.30422890186309814,new,"This topic addresses unsolicited job offers specifically from Swiggy's promotional team, which is not covered in existing topics.",Unwanted Job Offers
Need for offers and coupons,"The review expresses a desire for promotional offers, which is not covered in the existing topics.",2025-10-25T08:25:22.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.30320462584495544,merge,Both topics relate to expressing positive feelings or experiences.,Positive Sentiment Expression
Product quality issue,"The review mentions poor quality of earbuds, which is not covered in the existing topics.",2025-10-18T07:23:15.000000+0530,POOR_QUALITY,Poor Quality,0.30265966057777405,merge,"Both topics relate to financial transactions and customer concerns, but Topic A is more general and does not specify an issue, while Topic B indicates a specific problem with money.",Coupon Issue
Need more offers,"The review suggests a desire for more promotional offers, which is not covered in the existing topics.",2025-10-16T03:30:20.000000+0530,LIMITED_OPTIONS,Limited Options,0.3026278614997864,new,"This topic addresses a specific issue with the cashback display on the Swiggy app, which is not covered in existing topics.",Cashback Display Issue
Trust Issues with Platform,The review expresses a general distrust towards the platform without specifying a particular issue.,2025-10-16T18:47:27.000000+0530,HIGH_FEES,High Fees,0.3023829460144043,merge,"Both topics relate to pricing strategies, but Topic A focuses on promotional offers while Topic B addresses surge pricing, which is a different concept.",Promotions and Offers
Instamart service outage,"The review describes a service outage for Instamart, which is not covered in the existing topics.",2025-10-09T04:22:57.000000+0530,OUT_OF_STOCK,Out of Stock,0.302295982837677,merge,"Consolidating topics as they both relate to app quality, with Topic A focusing on a negative aspect of interface design.",Great App
Fraud Allegations,"The review accuses Swiggy of being involved in fraudulent activities, which is not covered in the existing topics.",2025-10-24T07:23:59.000000+0530,UNPROFESSIONAL,Unprofessional Behavior,0.3021433353424072,new,"The review suggests blacklisting a service in Indore, which is not covered in the existing topics.",Blacklist Request
Defective Product Complaint,"Review discusses a defective power bank purchased via Swiggy Instamart, which is not covered in the existing topics.",2025-10-04T16:36:55.000000+0530,NO_RESPONSE_COMPLAINT,No Response to Complaint,0.3019830286502838,new,"This topic addresses a specific issue of receiving melted ice cream, which is not covered in the existing topics.",Melted Ice Cream Issue
Lack of Discount Coupons,"The review mentions the absence of discount coupons, which is not covered in the existing topics.",2025-10-05T14:40:13.000000+0530,POOR_QUALITY,Poor Quality,0.3018471598625183,new,"This topic addresses a specific complaint about a candle offer related to Diwali, which is not covered in the existing topics.",Candle offer complaint
Free item promotion,"The review mentions a free item promotion, which is not covered in the existing topics.",2025-10-19T06:47:41.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.30168530344963074,merge,The term '420 service' is ambiguous and does not match any specific issue in the catalog.,Unclear service description
High rating without context,The review expresses a high rating but lacks specific details or context.,2025-10-05T09:25:03.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.30066218972206116,merge,"Both topics discuss AI in service contexts, with Topic A providing a specific example that is not covered in the catalog.",AI usage in service
Sorting Options Feedback,Review mentions lack of sorting options for prices.,2025-10-05T07:40:25.000000+0530,ORDER_INCOMPLETE,Order Incomplete,0.3006440997123718,merge,"Positive Experience is a subset of Emoji Feedback, as it can be expressed through emojis.",Emoji Feedback
Request for festive discount,The review suggests a discount that is not covered in the existing topics.,2025-09-28T06:02:35.000000+0530,OVERPRICED_ITEMS,Overpriced Items,0.3003759980201721,merge,"The review suggests a challenge in locating items, which can be related to issues with order completeness.",Difficulty in finding items
Eatlist feature removal,"The review expresses disappointment over the removal of the eatlist feature, which is not covered in the existing topics.",2025-10-17T06:24:30.000000+0530,POOR_QUALITY,Poor Quality,0.3002774715423584,merge,"Both topics address quality concerns, with Topic A focusing on hygiene and Topic B on overall quality.",Hygiene Issues
Coupon Removal Issue,"Review discusses removal of coupons after installation, which is not covered in existing topics.",2025-10-20T06:14:08.000000+0530,MONEY_ALREADY_EATEN,Money Already Eaten,0.2998678684234619,new,"The review mentions an invoice header, which is not covered in the existing topics.",Invoice Header Issue
GST Rate Concern,"The review mentions a concern about GST rates, which is not covered in the existing topics.",2025-10-19T08:00:54.000000+0530,HIGH_FEES,High Fees,0.29970791935920715,new,"The review mentions a need for offers, which is not covered in the existing topics.",Request for Offers
Address Issues,The review mentions 'address issues' which is not explicitly covered in the existing topics.,2025-10-02T12:20:18.000000+0530,CANT_FIND_ADDRESS,Can't Find Address,0.29888373613357544,new,"This topic addresses the specific comparison of offers with a competitor, which is not covered in existing topics.",Limited Offers Compared to Competitor
Hunger expressed,The review expresses a feeling of hunger but does not relate to any specific issue covered in the catalog.,2025-10-18T19:06:28.000000+0530,POOR_QUALITY,Poor Quality,0.29853326082229614,new,"This topic addresses a specific issue regarding fake coupon codes, which is not covered in existing topics.",Fake coupon code issue
Request for more offers,"The review expresses a desire for more promotional offers, which is not covered in the existing topics.",2025-09-29T06:54:43.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.2981703281402588,new,"This topic addresses a specific problem with accessing the menu, which is not covered in existing topics.",Menu Access Issue
Wallet Refresh Issue,"The review mentions a problem with wallet amounts not refreshing, which is not covered in the existing topics.",2025-10-12T16:18:23.000000+0530,CART_BUG,Cart Bug,0.29751551151275635,new,"This topic addresses specific problems with the management system and partner communication, which are not covered in existing topics.",Management System Issues
Incomplete Review,The review does not provide enough information to categorize.,2025-09-30T06:07:42.000000+0530,NO_RESPONSE_COMPLAINT,No Response to Complaint,0.29745274782180786,merge,"Both topics involve a lack of response or resolution to an issue, with Topic A expressing urgency.",Urgent request for assistance
High GST Concern,"The review mentions 'gst' which suggests a concern about high taxes, not covered in the catalog.",2025-10-20T12:57:47.000000+0530,HIGH_FEES,High Fees,0.29707813262939453,merge,"Topics A and B are distinct; however, they can be consolidated under a broader category of payment processing issues.",International Payment Acceptance
